x_pos,y_pos,channel_1,channel_2,channel_3,channel_4
2035.0,982.0,44,95,31,290
2035.0,982.0,44,95,31,289
2035.0,982.0,44,95,31,289
2034.0,988.0,44,95,31,289
2034.0,988.0,44,95,31,289
2033.0,991.0,44,95,31,289
2033.0,991.0,44,95,31,288
2033.0,994.0,43,95,31,288
2033.0,994.0,44,94,31,288
2033.0,996.0,44,94,31,287
2033.0,996.0,43,94,31,287
2033.0,998.0,43,94,31,287
2033.0,998.0,43,94,31,287
2032.0,1000.0,43,94,31,287
2032.0,1000.0,43,94,31,287
2032.0,1000.0,43,94,31,287
2032.0,1003.0,43,94,31,287
2032.0,1003.0,43,93,31,287
2031.0,1006.0,43,93,31,286
2031.0,1006.0,43,93,31,286
2031.0,1008.0,43,93,31,286
2031.0,1008.0,43,97,31,286
2031.0,1010.0,43,97,31,286
2031.0,1010.0,43,97,31,285
2031.0,1013.0,43,96,31,285
2031.0,1013.0,43,96,30,285
2031.0,1013.0,43,96,30,284
2031.0,1015.0,43,96,30,284
2031.0,1015.0,42,96,30,284
2031.0,1015.0,42,96,30,284
2030.0,1017.0,42,96,30,284
2030.0,1017.0,42,96,30,284
2030.0,1017.0,47,96,30,284
2030.0,1019.0,49,96,30,284
2030.0,1019.0,51,96,30,284
2030.0,1021.0,51,95,30,283
2030.0,1021.0,51,95,30,283
2030.0,1025.0,51,95,30,283
2030.0,1025.0,51,95,30,283
2030.0,1026.0,51,95,30,282
2030.0,1026.0,51,95,30,282
2030.0,1027.0,51,95,30,282
2030.0,1027.0,51,95,30,281
2030.0,1030.0,51,94,30,281
2030.0,1030.0,51,94,30,281
2030.0,1032.0,50,94,30,281
2030.0,1032.0,51,94,30,281
2030.0,1032.0,50,94,30,281
2030.0,1032.0,50,94,30,280
2030.0,1035.0,50,94,30,280
2030.0,1037.0,50,94,30,280
2030.0,1037.0,50,94,30,280
2030.0,1037.0,50,94,30,280
2030.0,1043.0,50,93,30,280
2030.0,1043.0,50,93,30,280
2030.0,1046.0,49,93,30,280
2030.0,1046.0,50,93,29,280
2031.0,1047.0,49,92,30,280
2031.0,1047.0,49,92,29,279
2031.0,1047.0,49,92,29,279
2031.0,1049.0,49,92,29,279
2031.0,1049.0,49,92,29,279
2031.0,1050.0,49,92,29,279
2031.0,1050.0,49,92,29,279
2031.0,1050.0,49,92,29,278
2032.0,1053.0,49,92,29,278
2032.0,1053.0,49,92,29,278
2032.0,1055.0,49,99,29,278
2032.0,1055.0,49,99,29,277
2032.0,1058.0,49,99,29,277
2032.0,1058.0,49,99,29,277
2033.0,1060.0,49,99,29,276
2033.0,1060.0,49,99,29,276
2033.0,1060.0,48,99,29,276
2033.0,1061.0,48,99,29,276
2033.0,1061.0,48,99,29,275
2034.0,1064.0,48,99,28,275
2034.0,1064.0,48,98,28,275
2034.0,1064.0,48,98,28,275
2034.0,1066.0,48,98,28,275
2034.0,1066.0,48,98,28,275
2035.0,1069.0,48,97,28,275
2035.0,1069.0,48,97,28,275
2036.0,1070.0,48,97,28,275
2036.0,1070.0,48,97,28,275
2036.0,1071.0,48,97,28,274
2036.0,1071.0,48,97,28,274
2038.0,1075.0,48,97,28,274
2038.0,1075.0,48,97,28,274
2038.0,1076.0,48,97,28,273
2038.0,1076.0,48,96,28,273
2039.0,1079.0,48,96,28,273
2039.0,1079.0,48,96,28,273
2039.0,1080.0,48,96,28,273
2039.0,1080.0,47,96,28,273
2039.0,1080.0,47,96,28,272
2041.0,1083.0,47,96,28,272
2041.0,1083.0,47,96,28,272
2041.0,1085.0,47,96,28,271
2041.0,1085.0,47,96,28,271
2042.0,1087.0,47,96,28,271
2042.0,1087.0,47,96,28,271
2043.0,1089.0,47,95,28,271
2043.0,1089.0,47,95,28,271
2043.0,1089.0,47,95,28,271
2043.0,1090.0,47,95,28,271
2043.0,1090.0,47,95,28,271
2043.0,1090.0,47,95,28,271
2043.0,1090.0,47,95,28,271
2044.0,1092.0,47,95,28,271
2044.0,1092.0,47,94,28,270
2044.0,1092.0,46,94,28,270
2047.0,1096.0,46,94,28,270
2047.0,1096.0,46,97,28,270
2048.0,1098.0,46,97,28,270
2048.0,1098.0,46,97,28,270
2049.0,1100.0,46,97,28,269
2049.0,1100.0,46,97,28,269
2050.0,1102.0,46,97,28,269
2050.0,1102.0,46,97,28,269
2051.0,1104.0,46,97,28,268
2051.0,1104.0,46,96,27,268
2053.0,1106.0,46,96,27,268
2053.0,1106.0,46,96,27,268
2053.0,1107.0,46,96,27,268
2053.0,1107.0,46,96,27,268
2053.0,1107.0,46,96,27,268
2053.0,1107.0,45,96,27,268
2054.0,1108.0,45,96,27,268
2054.0,1108.0,46,96,27,268
2055.0,1110.0,45,96,27,267
2055.0,1110.0,45,96,27,267
2055.0,1110.0,46,95,27,267
2056.0,1113.0,45,95,27,267
2056.0,1113.0,45,95,27,267
2057.0,1114.0,45,95,27,267
2057.0,1114.0,45,95,27,266
2059.0,1116.0,45,95,27,266
2059.0,1116.0,45,95,27,265
2060.0,1118.0,45,95,27,265
2060.0,1118.0,44,94,27,265
2060.0,1118.0,44,94,27,265
2062.0,1119.0,44,94,27,265
2062.0,1119.0,44,94,27,265
2063.0,1121.0,44,94,27,265
2063.0,1121.0,44,94,27,265
2063.0,1121.0,44,94,27,264
2065.0,1123.0,44,94,27,264
2065.0,1123.0,44,94,27,263
2066.0,1124.0,44,94,27,265
2066.0,1124.0,44,93,27,265
2066.0,1125.0,44,93,27,265
2066.0,1125.0,44,93,27,265
2067.0,1126.0,44,93,27,265
2067.0,1126.0,44,93,27,264
2067.0,1126.0,44,92,26,264
2070.0,1128.0,44,92,26,263
2070.0,1128.0,44,92,26,263
2071.0,1130.0,44,92,26,263
2071.0,1130.0,44,92,26,263
2071.0,1130.0,44,92,26,263
2073.0,1132.0,44,92,26,263
2073.0,1132.0,44,92,26,263
2074.0,1133.0,44,92,26,263
2074.0,1133.0,44,92,26,263
2076.0,1135.0,44,92,26,263
2076.0,1135.0,43,92,26,263
2078.0,1136.0,44,92,25,263
2078.0,1136.0,43,92,25,263
2078.0,1136.0,43,92,26,263
2079.0,1138.0,43,91,25,263
2079.0,1138.0,43,91,25,262
2081.0,1139.0,43,91,25,262
2081.0,1139.0,43,91,25,262
2082.0,1141.0,43,91,25,262
2082.0,1141.0,43,91,25,262
2082.0,1141.0,43,91,25,262
2084.0,1142.0,43,91,25,262
2084.0,1142.0,43,91,25,261
2086.0,1144.0,43,90,25,261
2086.0,1144.0,43,90,25,261
2086.0,1144.0,43,90,25,260
2088.0,1145.0,43,89,25,260
2088.0,1145.0,43,89,25,260
2089.0,1147.0,43,89,25,260
2089.0,1147.0,42,89,25,260
2090.0,1147.0,43,89,25,260
2090.0,1147.0,42,89,25,259
2093.0,1148.0,42,89,25,259
2098.0,1152.0,42,89,25,259
2098.0,1152.0,42,89,25,259
2098.0,1152.0,42,89,25,259
2101.0,1155.0,42,88,25,259
2101.0,1155.0,41,88,25,259
2102.0,1155.0,41,88,25,259
2102.0,1155.0,42,88,25,271
2102.0,1155.0,41,88,25,271
2104.0,1157.0,41,88,25,271
2104.0,1157.0,41,88,25,271
2105.0,1157.0,41,88,25,271
2105.0,1157.0,41,88,25,270
2108.0,1159.0,41,88,25,270
2108.0,1159.0,41,88,25,270
2108.0,1159.0,41,88,25,270
2110.0,1160.0,41,88,25,270
2110.0,1160.0,41,88,25,270
2112.0,1162.0,41,88,25,269
2112.0,1162.0,41,88,25,269
2112.0,1162.0,41,88,25,268
2114.0,1162.0,41,88,25,268
2114.0,1162.0,41,88,24,268
2116.0,1164.0,41,88,24,268
2116.0,1164.0,41,88,25,268
2118.0,1164.0,41,88,24,268
2118.0,1164.0,41,88,24,268
2120.0,1166.0,41,87,24,268
2120.0,1166.0,40,87,24,268
2123.0,1167.0,40,87,24,268
2123.0,1167.0,41,87,24,268
2123.0,1167.0,41,87,24,267
2123.0,1167.0,41,87,24,267
2123.0,1167.0,40,87,24,267
2126.0,1168.0,40,87,24,267
2130.0,1171.0,40,87,24,266
2130.0,1171.0,39,86,24,266
2130.0,1171.0,39,86,24,265
2132.0,1171.0,39,86,24,265
2132.0,1171.0,39,86,24,265
2134.0,1172.0,39,86,24,265
2134.0,1172.0,39,86,25,265
2138.0,1174.0,39,86,24,265
2138.0,1174.0,39,86,25,265
2138.0,1174.0,39,86,25,265
2141.0,1175.0,39,85,25,264
2141.0,1175.0,39,85,24,264
2141.0,1175.0,39,85,24,263
2143.0,1176.0,39,85,24,263
2143.0,1176.0,39,85,24,263
2145.0,1177.0,39,84,24,263
2145.0,1177.0,39,84,24,263
2147.0,1178.0,39,84,24,263
2147.0,1178.0,39,84,24,263
2147.0,1178.0,39,84,24,264
2149.0,1178.0,39,84,24,264
2149.0,1178.0,39,84,24,263
2152.0,1179.0,39,84,24,263
2152.0,1179.0,39,83,24,263
2152.0,1179.0,39,83,24,263
2156.0,1181.0,39,83,24,263
2156.0,1181.0,39,83,24,263
2158.0,1181.0,39,83,24,263
2158.0,1181.0,39,83,24,263
2160.0,1182.0,39,83,24,263
2160.0,1182.0,39,83,24,263
2163.0,1183.0,39,83,24,263
2163.0,1183.0,39,83,24,263
2166.0,1184.0,39,83,24,263
2166.0,1184.0,39,83,24,262
2170.0,1184.0,39,83,24,262
2170.0,1184.0,39,83,24,262
2172.0,1185.0,39,83,24,262
2172.0,1185.0,39,83,24,262
2172.0,1185.0,39,83,24,262
2175.0,1186.0,39,83,24,262
2175.0,1186.0,39,82,24,261
2177.0,1187.0,39,82,24,262
2177.0,1187.0,39,82,24,261
2177.0,1187.0,39,82,24,260
2179.0,1187.0,39,82,24,260
2179.0,1187.0,38,81,24,260
2183.0,1188.0,38,81,24,260
2183.0,1188.0,39,81,24,260
2187.0,1189.0,38,81,24,259
2187.0,1189.0,38,81,24,259
2190.0,1190.0,38,81,24,259
2190.0,1190.0,38,81,24,259
2190.0,1190.0,38,81,24,259
2194.0,1191.0,38,81,24,259
2194.0,1191.0,38,81,24,259
2197.0,1191.0,38,81,24,259
2197.0,1191.0,38,81,24,259
2197.0,1191.0,38,81,24,259
2199.0,1191.0,38,80,24,259
2199.0,1191.0,38,80,24,258
2203.0,1192.0,38,80,24,258
2203.0,1192.0,38,80,24,258
2206.0,1193.0,38,80,24,258
2206.0,1193.0,38,79,24,258
2209.0,1193.0,38,79,24,258
2209.0,1193.0,38,79,24,258
2213.0,1194.0,38,79,23,257
2213.0,1194.0,37,79,24,257
2213.0,1194.0,38,79,24,257
2216.0,1195.0,38,79,23,257
2216.0,1195.0,37,79,23,257
2218.0,1195.0,37,79,24,257
2218.0,1195.0,37,79,23,257
2223.0,1196.0,37,81,23,256
2223.0,1196.0,37,81,23,256
2225.0,1196.0,37,81,23,127
2225.0,1196.0,37,81,23,127
2228.0,1196.0,37,80,23,127
2228.0,1196.0,36,80,23,127
2232.0,1197.0,36,80,23,127
2232.0,1197.0,37,80,23,127
2232.0,1197.0,37,80,23,127
2235.0,1197.0,36,80,23,127
2235.0,1197.0,36,79,23,127
2242.0,1198.0,36,79,23,127
2242.0,1198.0,36,79,23,127
2246.0,1198.0,36,79,23,127
2246.0,1198.0,36,79,23,127
2251.0,1199.0,36,79,23,127
2251.0,1199.0,36,79,23,127
2253.0,1199.0,36,79,23,126
2253.0,1199.0,36,79,23,126
2257.0,1200.0,36,79,23,126
2257.0,1200.0,36,79,23,126
2257.0,1200.0,36,79,23,126
2260.0,1200.0,36,79,23,126
2260.0,1200.0,36,79,23,126
2264.0,1200.0,36,79,23,126
2264.0,1200.0,36,79,22,125
2264.0,1200.0,36,79,23,125
2267.0,1200.0,35,79,23,125
2267.0,1200.0,35,78,22,124
2273.0,1200.0,35,78,22,124
2275.0,1200.0,35,78,22,124
2275.0,1200.0,35,78,22,124
2275.0,1200.0,35,78,22,124
2275.0,1200.0,35,78,22,124
2275.0,1200.0,35,78,22,124
2278.0,1200.0,35,78,22,124
2278.0,1200.0,35,78,22,124
2288.0,1201.0,35,78,22,124
2288.0,1201.0,35,78,22,125
2292.0,1201.0,35,78,22,124
2292.0,1201.0,35,77,22,124
2295.0,1201.0,35,77,22,124
2295.0,1201.0,35,77,22,124
2295.0,1201.0,35,77,22,124
2300.0,1201.0,35,77,22,124
2300.0,1201.0,35,77,22,124
2303.0,1201.0,35,81,22,124
2303.0,1201.0,35,80,22,124
2307.0,1201.0,35,80,22,124
2307.0,1201.0,35,80,22,123
2307.0,1201.0,35,80,22,123
2310.0,1201.0,35,79,22,123
2310.0,1201.0,35,79,22,123
2315.0,1201.0,35,79,22,123
2315.0,1201.0,35,79,22,123
2318.0,1201.0,35,79,22,122
2318.0,1201.0,35,79,22,122
2318.0,1201.0,35,79,22,122
2321.0,1201.0,35,79,22,122
2321.0,1201.0,35,79,22,121
2326.0,1201.0,35,79,22,121
2326.0,1201.0,35,79,22,121
2326.0,1201.0,35,79,22,121
2329.0,1201.0,35,79,22,121
2329.0,1201.0,35,79,22,121
2334.0,1201.0,34,79,22,121
2334.0,1201.0,34,79,22,120
2337.0,1201.0,34,79,22,120
2337.0,1201.0,34,78,22,120
2340.0,1201.0,34,78,21,120
2340.0,1201.0,34,78,21,120
2346.0,1201.0,34,78,21,120
2346.0,1201.0,34,78,21,120
2349.0,1201.0,34,78,21,120
2349.0,1201.0,34,78,21,120
2354.0,1201.0,34,78,21,120
2354.0,1201.0,34,78,21,120
2354.0,1201.0,34,78,21,120
2357.0,1201.0,33,78,21,120
2357.0,1201.0,34,78,21,120
2360.0,1201.0,33,77,21,120
2360.0,1201.0,33,77,21,120
2367.0,1201.0,33,77,21,119
2367.0,1201.0,33,77,21,120
2367.0,1201.0,33,77,21,119
2370.0,1201.0,33,77,21,119
2370.0,1201.0,33,77,21,119
2373.0,1201.0,33,76,21,119
2373.0,1201.0,33,76,21,119
2378.0,1201.0,33,76,21,119
2378.0,1201.0,33,76,20,118
2378.0,1201.0,33,76,20,118
2381.0,1201.0,33,76,20,118
2381.0,1201.0,33,76,20,118
2386.0,1201.0,33,76,20,118
2386.0,1201.0,33,76,20,118
2390.0,1201.0,33,76,20,118
2390.0,1201.0,33,76,20,118
2396.0,1200.0,33,76,20,117
2396.0,1200.0,33,76,20,117
2399.0,1200.0,33,76,20,117
2399.0,1200.0,33,76,20,116
2399.0,1200.0,33,76,20,116
2404.0,1200.0,33,76,20,116
2404.0,1200.0,33,76,20,116
2407.0,1199.0,33,75,20,116
2407.0,1199.0,33,75,20,116
2412.0,1199.0,32,75,20,116
2412.0,1199.0,33,75,20,115
2415.0,1199.0,33,75,20,115
2415.0,1199.0,33,75,20,115
2415.0,1199.0,32,75,20,115
2420.0,1198.0,32,75,20,115
2420.0,1198.0,32,75,20,115
2424.0,1198.0,32,75,20,115
2424.0,1198.0,32,75,20,115
2430.0,1197.0,32,75,20,115
2430.0,1197.0,32,74,20,115
2433.0,1197.0,32,74,20,115
2433.0,1197.0,32,74,20,115
2438.0,1196.0,32,73,20,115
2438.0,1196.0,31,73,20,114
2438.0,1196.0,31,73,20,114
2444.0,1196.0,31,73,20,114
2444.0,1196.0,31,73,19,114
2447.0,1196.0,31,73,19,113
2447.0,1196.0,31,73,19,113
2454.0,1195.0,31,73,19,113
2454.0,1195.0,31,73,19,113
2457.0,1195.0,31,73,19,113
2457.0,1195.0,31,73,19,113
2462.0,1194.0,31,73,19,113
2462.0,1194.0,31,73,19,113
2462.0,1194.0,31,72,19,113
2465.0,1194.0,31,72,19,113
2465.0,1194.0,31,72,19,113
2470.0,1193.0,31,72,19,113
2470.0,1193.0,31,72,19,113
2474.0,1193.0,31,73,19,112
2474.0,1193.0,31,73,19,112
2474.0,1193.0,31,72,19,112
2480.0,1192.0,31,72,19,112
2480.0,1192.0,31,72,19,112
2483.0,1191.0,31,72,19,112
2483.0,1191.0,31,72,19,112
2488.0,1191.0,31,71,19,112
2488.0,1191.0,31,71,19,112
2491.0,1190.0,31,71,19,112
2491.0,1190.0,31,71,19,112
2497.0,1189.0,31,71,19,112
2497.0,1189.0,31,71,19,111
2501.0,1189.0,31,71,19,111
2501.0,1189.0,31,71,19,111
2507.0,1188.0,31,71,19,111
2507.0,1188.0,31,71,19,111
2507.0,1188.0,31,71,19,111
2512.0,1188.0,31,71,19,111
2512.0,1188.0,31,71,19,110
2515.0,1187.0,31,71,19,110
2515.0,1187.0,31,71,19,110
2521.0,1186.0,31,71,19,110
2521.0,1186.0,31,71,19,110
2521.0,1186.0,31,71,19,110
2527.0,1185.0,30,71,19,110
2527.0,1185.0,31,71,19,110
2530.0,1185.0,31,71,19,110
2530.0,1185.0,31,71,19,110
2535.0,1184.0,31,71,19,109
2535.0,1184.0,30,71,19,109
2535.0,1184.0,30,71,19,109
2540.0,1183.0,31,71,19,109
2540.0,1183.0,30,70,19,109
2543.0,1182.0,30,70,19,108
2543.0,1182.0,30,70,19,108
2549.0,1181.0,30,70,19,108
2549.0,1181.0,30,70,19,108
2556.0,1180.0,30,70,19,108
2556.0,1180.0,30,70,19,108
2556.0,1180.0,30,70,19,108
2559.0,1180.0,30,70,19,108
2565.0,1179.0,30,70,19,108
2565.0,1179.0,30,70,19,108
2568.0,1178.0,30,70,19,108
2568.0,1178.0,30,70,19,108
2568.0,1178.0,30,71,19,108
2573.0,1177.0,30,71,19,108
2573.0,1177.0,30,71,19,108
2579.0,1176.0,30,71,19,107
2579.0,1176.0,30,71,18,107
2584.0,1175.0,30,71,18,107
2584.0,1175.0,30,71,18,107
2584.0,1175.0,30,71,19,107
2588.0,1174.0,30,71,18,107
2588.0,1174.0,30,71,18,107
2593.0,1173.0,29,71,19,107
2599.0,1172.0,30,71,18,107
2599.0,1172.0,30,71,18,107
2602.0,1172.0,30,71,18,106
2602.0,1172.0,30,70,18,106
2602.0,1172.0,30,70,18,106
2607.0,1171.0,30,70,18,105
2607.0,1171.0,29,70,18,105
2614.0,1170.0,30,70,18,105
2614.0,1170.0,29,70,18,105
2617.0,1169.0,29,70,18,105
2617.0,1169.0,29,70,18,105
2617.0,1169.0,29,70,18,105
2617.0,1169.0,30,70,18,105
2623.0,1168.0,29,70,18,104
2623.0,1168.0,29,69,18,104
2629.0,1166.0,29,69,18,104
2629.0,1166.0,29,69,18,104
2629.0,1166.0,29,69,18,103
2640.0,1164.0,29,69,18,103
2640.0,1164.0,29,69,17,103
2645.0,1163.0,29,68,18,103
2645.0,1163.0,29,68,18,103
2648.0,1162.0,28,68,17,103
2648.0,1162.0,29,68,18,103
2648.0,1162.0,29,68,18,103
2654.0,1161.0,29,68,17,103
2654.0,1161.0,29,68,17,103
2660.0,1160.0,29,68,18,103
2660.0,1160.0,29,68,17,103
2663.0,1160.0,28,68,17,103
2663.0,1160.0,28,68,17,103
2668.0,1159.0,28,68,17,103
2668.0,1159.0,28,67,17,103
2674.0,1158.0,28,67,17,103
2674.0,1158.0,28,67,17,103
2678.0,1157.0,28,67,17,103
2678.0,1157.0,28,67,17,103
2678.0,1157.0,28,67,17,103
2684.0,1156.0,28,67,17,102
2684.0,1156.0,28,67,17,102
