x_pos,y_pos,channel_1,channel_2,channel_3,channel_4
2266.0,1108.0,111,300,44,19
2266.0,1108.0,111,299,44,19
2261.0,1108.0,111,299,43,19
2256.0,1108.0,111,299,44,19
2250.0,1108.0,111,299,44,19
2250.0,1108.0,110,299,44,19
2245.0,1108.0,110,297,44,19
2245.0,1108.0,110,297,44,19
2242.0,1108.0,110,297,44,19
2242.0,1108.0,111,297,44,19
2237.0,1108.0,112,297,44,19
2230.0,1108.0,112,297,44,19
2230.0,1108.0,112,296,44,19
2224.0,1107.0,112,295,44,19
2219.0,1107.0,112,296,44,19
2219.0,1107.0,112,295,44,19
2216.0,1107.0,112,295,44,19
2211.0,1106.0,112,295,44,19
2211.0,1106.0,111,295,44,19
2205.0,1106.0,111,295,44,19
2197.0,1105.0,111,295,43,19
2197.0,1105.0,111,295,43,19
2191.0,1105.0,111,295,43,19
2191.0,1105.0,111,295,43,19
2186.0,1105.0,111,295,43,19
2180.0,1105.0,110,294,43,19
2180.0,1105.0,110,294,43,19
2174.0,1105.0,110,294,43,19
2170.0,1104.0,110,294,43,19
2165.0,1104.0,110,293,43,19
2165.0,1104.0,110,310,43,19
2160.0,1104.0,110,309,43,19
2154.0,1103.0,110,309,42,18
2149.0,1103.0,109,308,42,18
2149.0,1103.0,109,308,43,19
2145.0,1102.0,109,308,43,18
2145.0,1102.0,109,307,42,19
2140.0,1102.0,108,307,43,19
2134.0,1101.0,109,307,43,19
2129.0,1101.0,108,307,42,19
2129.0,1101.0,108,307,42,19
2126.0,1101.0,108,307,42,19
2120.0,1100.0,108,306,42,19
2114.0,1099.0,108,306,42,19
2114.0,1099.0,108,305,41,19
2111.0,1099.0,108,305,41,19
2106.0,1099.0,108,305,42,19
2106.0,1099.0,108,305,42,19
2101.0,1098.0,108,305,41,19
2095.0,1097.0,107,304,41,19
2095.0,1097.0,107,304,41,19
2089.0,1097.0,107,304,42,19
2086.0,1097.0,107,304,43,19
2081.0,1097.0,108,304,44,19
2081.0,1097.0,113,304,43,19
2074.0,1096.0,120,304,43,19
2071.0,1096.0,121,303,43,19
2066.0,1095.0,121,303,44,19
2066.0,1095.0,121,303,43,19
2060.0,1094.0,120,302,43,18
2060.0,1094.0,120,302,43,19
2057.0,1094.0,120,302,43,19
2052.0,1093.0,120,302,43,19
2047.0,1092.0,120,302,43,19
2047.0,1092.0,120,301,43,18
2040.0,1092.0,120,301,43,19
2037.0,1091.0,120,301,43,18
2037.0,1091.0,120,300,42,18
2031.0,1090.0,120,300,43,19
2026.0,1090.0,120,300,43,18
2026.0,1090.0,119,300,42,19
2023.0,1090.0,119,300,43,19
2017.0,1089.0,119,300,43,19
2017.0,1089.0,119,299,43,18
2011.0,1088.0,119,300,42,19
2008.0,1088.0,119,299,42,19
2008.0,1088.0,118,310,43,18
2003.0,1087.0,118,309,41,18
1998.0,1086.0,118,309,42,19
1998.0,1086.0,118,308,42,18
1993.0,1086.0,118,308,41,18
1988.0,1085.0,118,308,41,18
1988.0,1085.0,118,308,42,18
1985.0,1084.0,116,307,41,18
1979.0,1083.0,117,307,41,18
1979.0,1083.0,116,307,41,18
1974.0,1082.0,116,307,41,18
1970.0,1082.0,116,307,41,18
1965.0,1082.0,116,307,41,18
1965.0,1082.0,116,306,41,18
1959.0,1081.0,115,306,41,17
1959.0,1081.0,116,305,41,18
1954.0,1080.0,115,305,41,18
1951.0,1079.0,115,305,41,17
1945.0,1078.0,115,305,41,18
1945.0,1078.0,115,304,41,18
1940.0,1077.0,115,304,41,17
1936.0,1076.0,115,304,41,17
1936.0,1076.0,115,304,41,17
1931.0,1075.0,115,304,41,17
1931.0,1075.0,115,304,41,18
1925.0,1074.0,118,304,41,18
1922.0,1074.0,120,303,41,17
1917.0,1074.0,119,303,41,17
1917.0,1074.0,119,303,41,17
1911.0,1073.0,119,302,41,17
1911.0,1073.0,119,302,40,17
1908.0,1072.0,119,302,40,17
1901.0,1071.0,119,302,40,18
1901.0,1071.0,118,302,41,17
1899.0,1070.0,118,301,40,17
1899.0,1070.0,118,301,40,17
1893.0,1069.0,118,301,41,17
1887.0,1068.0,118,300,40,17
1884.0,1068.0,117,300,40,17
1884.0,1068.0,117,300,40,17
1879.0,1067.0,117,300,40,17
1873.0,1066.0,116,300,41,17
1870.0,1065.0,117,300,40,17
1870.0,1065.0,116,299,39,17
1864.0,1064.0,116,300,40,17
1859.0,1063.0,116,299,39,17
1859.0,1063.0,116,312,39,17
1856.0,1062.0,115,311,39,17
1850.0,1061.0,116,310,39,17
1850.0,1061.0,115,310,39,17
1847.0,1061.0,115,310,39,17
1847.0,1061.0,115,310,39,17
1841.0,1060.0,115,308,39,17
1836.0,1059.0,115,309,39,17
1836.0,1059.0,115,308,39,17
1833.0,1058.0,115,308,39,17
1833.0,1058.0,115,308,39,17
1827.0,1057.0,115,307,39,17
1822.0,1056.0,115,307,39,17
1822.0,1056.0,114,307,39,17
1818.0,1055.0,114,307,39,17
1813.0,1054.0,114,307,39,17
1813.0,1054.0,113,307,39,16
1807.0,1052.0,113,307,39,17
1804.0,1052.0,113,306,39,17
1799.0,1051.0,113,306,39,17
1799.0,1051.0,113,305,39,17
1796.0,1050.0,113,305,39,16
1790.0,1049.0,113,305,39,16
1786.0,1048.0,113,305,39,16
1786.0,1048.0,113,305,40,17
1780.0,1047.0,112,304,40,16
1778.0,1046.0,112,304,40,16
1773.0,1046.0,112,304,40,17
1773.0,1046.0,112,304,39,16
1767.0,1045.0,112,304,39,16
1763.0,1044.0,112,303,39,17
1763.0,1044.0,112,303,39,17
1757.0,1043.0,112,303,39,16
1754.0,1042.0,112,303,39,16
1748.0,1040.0,112,302,39,17
1748.0,1040.0,111,302,39,16
1745.0,1040.0,111,302,39,16
1740.0,1038.0,111,302,39,16
1740.0,1038.0,111,302,39,16
1736.0,1038.0,111,302,39,16
1731.0,1037.0,110,301,39,16
1731.0,1037.0,111,301,39,16
1728.0,1036.0,110,300,39,16
1723.0,1035.0,110,300,39,16
1718.0,1034.0,110,300,39,16
1718.0,1034.0,110,300,39,15
1715.0,1033.0,110,312,39,16
1710.0,1032.0,110,312,39,16
1710.0,1032.0,110,312,39,16
1708.0,1032.0,109,312,39,16
1702.0,1030.0,109,311,39,16
1702.0,1030.0,109,311,39,15
1699.0,1029.0,108,311,39,16
1694.0,1028.0,108,310,39,16
1689.0,1027.0,108,310,39,16
1685.0,1026.0,108,310,39,16
1685.0,1026.0,108,310,39,16
1682.0,1026.0,108,309,39,16
1676.0,1024.0,108,308,39,16
1676.0,1024.0,108,308,39,16
1672.0,1023.0,108,308,39,16
1672.0,1023.0,108,308,39,16
1669.0,1023.0,108,308,39,16
1663.0,1021.0,108,308,39,16
1660.0,1020.0,107,307,39,16
1660.0,1020.0,107,307,39,16
1657.0,1020.0,107,307,39,16
1652.0,1019.0,107,307,39,16
1652.0,1019.0,107,307,39,15
1649.0,1018.0,107,306,39,16
1645.0,1017.0,117,307,41,16
1645.0,1017.0,127,306,41,15
1640.0,1016.0,283,305,41,15
1637.0,1015.0,287,305,41,15
1637.0,1015.0,286,305,41,16
1634.0,1015.0,286,305,41,15
1628.0,1013.0,285,304,41,15
1628.0,1013.0,285,304,41,15
1625.0,1012.0,285,304,41,15
1621.0,1011.0,284,304,41,16
1621.0,1011.0,284,304,41,15
1621.0,1011.0,284,304,41,15
1616.0,1010.0,284,303,40,15
1616.0,1010.0,284,303,40,15
1616.0,1010.0,284,303,40,15
1613.0,1009.0,283,303,39,15
1613.0,1009.0,283,303,41,15
1607.0,1009.0,283,302,39,15
1607.0,1009.0,283,302,40,15
1604.0,1008.0,283,302,39,15
1601.0,1007.0,282,302,39,15
1596.0,1005.0,282,302,39,15
1596.0,1005.0,281,312,39,15
1593.0,1005.0,281,312,40,15
1593.0,1005.0,281,312,39,15
1588.0,1003.0,281,312,40,15
1586.0,1003.0,280,311,39,15
1586.0,1003.0,280,311,39,15
1581.0,1002.0,280,311,39,15
1578.0,1001.0,280,310,39,15
1578.0,1001.0,280,310,39,15
1572.0,1000.0,280,310,39,15
1569.0,999.0,280,309,39,15
1569.0,999.0,280,309,39,15
1566.0,998.0,280,309,39,15
1562.0,997.0,279,308,39,15
1562.0,997.0,279,308,39,15
1558.0,997.0,279,308,39,15
1553.0,996.0,279,307,39,15
1550.0,995.0,279,307,39,15
1550.0,995.0,278,307,39,15
1547.0,994.0,278,307,39,15
1542.0,993.0,278,307,39,15
1539.0,993.0,278,307,39,15
1539.0,993.0,277,306,39,15
1535.0,992.0,277,307,39,15
1530.0,990.0,277,306,39,15
1530.0,990.0,276,306,39,15
1526.0,990.0,277,305,39,15
1524.0,989.0,276,305,39,15
1524.0,989.0,276,305,39,15
1518.0,987.0,276,304,39,15
1515.0,987.0,276,304,39,15
1515.0,987.0,275,304,39,15
1512.0,987.0,275,304,39,15
1509.0,986.0,275,304,39,15
1504.0,985.0,275,304,39,15
1504.0,985.0,275,303,39,15
1501.0,984.0,275,303,39,15
1496.0,983.0,275,303,39,15
1496.0,983.0,275,303,39,15
1492.0,982.0,274,303,39,15
1492.0,982.0,274,303,39,15
1489.0,982.0,273,302,39,15
1485.0,981.0,273,302,39,15
1485.0,981.0,273,302,39,15
1482.0,980.0,273,302,39,15
1478.0,979.0,273,301,39,15
1473.0,978.0,273,301,39,15
1473.0,978.0,272,301,39,15
1470.0,977.0,272,301,39,15
1467.0,977.0,271,300,38,15
1464.0,976.0,272,300,39,15
1464.0,976.0,271,300,38,16
1458.0,975.0,271,300,39,17
1455.0,974.0,271,300,39,17
1455.0,974.0,271,300,38,17
1452.0,973.0,271,300,38,17
1449.0,973.0,271,299,38,17
1449.0,973.0,271,299,38,17
1445.0,972.0,271,299,38,17
1443.0,972.0,271,299,38,17
1443.0,972.0,271,298,38,17
1438.0,971.0,270,297,38,17
1433.0,970.0,270,297,38,17
1433.0,970.0,270,297,38,17
1431.0,969.0,270,297,38,17
1427.0,968.0,269,297,38,17
1427.0,968.0,270,297,38,16
1424.0,968.0,269,296,38,17
1421.0,968.0,269,295,38,17
1421.0,968.0,269,295,39,17
1418.0,967.0,268,295,40,16
1415.0,966.0,269,295,41,17
1409.0,965.0,268,295,41,16
1409.0,965.0,268,295,41,16
1406.0,964.0,268,295,41,17
1406.0,964.0,268,295,41,16
1403.0,964.0,268,295,41,17
1400.0,963.0,268,295,41,16
1400.0,963.0,267,295,40,17
1397.0,963.0,267,294,40,16
1397.0,963.0,267,294,40,16
1394.0,962.0,267,294,41,16
1394.0,962.0,267,294,40,16
1391.0,961.0,267,294,40,16
1391.0,961.0,266,293,39,16
1388.0,961.0,266,293,40,16
1385.0,960.0,266,292,39,16
1385.0,960.0,265,293,40,16
1382.0,960.0,265,292,40,16
1377.0,959.0,265,292,39,16
1375.0,958.0,265,291,39,16
1372.0,958.0,265,291,39,16
1372.0,958.0,265,303,39,16
1367.0,957.0,264,302,39,15
1365.0,957.0,264,302,39,16
1365.0,957.0,263,302,39,15
1360.0,956.0,263,302,39,16
1357.0,955.0,263,302,39,16
1357.0,955.0,263,301,39,15
1356.0,954.0,263,300,39,15
1351.0,953.0,263,300,39,16
1351.0,953.0,263,300,39,16
1348.0,953.0,263,300,39,15
1345.0,953.0,263,300,39,15
1345.0,953.0,263,300,39,16
1343.0,952.0,263,300,39,15
1339.0,951.0,263,299,39,15
1336.0,951.0,263,299,39,15
1336.0,951.0,263,299,39,15
1333.0,950.0,262,299,39,15
1330.0,950.0,262,298,39,15
1330.0,950.0,262,297,39,15
1327.0,950.0,262,297,39,15
1324.0,949.0,262,297,39,15
1321.0,948.0,261,297,39,15
1319.0,948.0,261,297,39,15
1319.0,948.0,260,297,39,15
1316.0,947.0,261,296,39,15
1314.0,947.0,262,296,39,15
1314.0,947.0,268,295,39,15
1311.0,946.0,269,295,39,15
1308.0,946.0,269,295,39,15
1308.0,946.0,268,295,39,15
1304.0,946.0,268,295,39,15
1302.0,945.0,268,295,39,15
1300.0,945.0,268,295,39,15
1300.0,945.0,268,295,39,15
1297.0,944.0,268,295,39,15
1297.0,944.0,267,295,39,15
1293.0,943.0,267,294,39,15
1290.0,943.0,267,295,39,15
1290.0,943.0,267,294,39,15
1287.0,943.0,267,294,39,15
1286.0,943.0,266,294,39,15
1286.0,943.0,267,294,39,15
1283.0,943.0,266,293,39,15
1280.0,942.0,266,292,39,15
1277.0,942.0,265,292,39,15
1275.0,941.0,265,294,39,15
1275.0,941.0,265,294,39,15
1272.0,941.0,265,294,39,15
1270.0,940.0,265,293,38,15
1270.0,940.0,264,292,39,15
1268.0,940.0,264,292,39,15
1268.0,940.0,263,292,39,15
1264.0,940.0,263,292,38,15
1261.0,940.0,263,291,38,15
1258.0,940.0,263,291,38,15
1258.0,940.0,263,291,38,15
1256.0,940.0,263,291,39,15
1254.0,939.0,263,291,38,15
1254.0,939.0,263,291,38,15
1252.0,939.0,263,291,38,15
1250.0,939.0,263,291,38,15
1250.0,939.0,263,290,38,15
1247.0,938.0,263,290,38,15
1243.0,938.0,263,290,38,15
1243.0,938.0,263,289,38,15
1242.0,938.0,262,289,38,15
1239.0,938.0,262,289,38,15
1239.0,938.0,262,289,38,15
1236.0,937.0,262,289,38,15
1232.0,937.0,262,289,38,15
1232.0,937.0,261,288,38,15
1230.0,937.0,261,288,38,15
1227.0,937.0,261,288,38,15
1224.0,937.0,261,287,38,15
1224.0,937.0,260,287,38,15
1222.0,937.0,260,287,38,15
1220.0,937.0,260,287,38,15
1220.0,937.0,260,287,38,15
1218.0,937.0,260,287,38,14
1215.0,937.0,259,287,38,15
1215.0,937.0,259,287,38,15
1213.0,937.0,259,287,38,15
1211.0,937.0,259,286,38,15
1211.0,937.0,259,286,37,15
1209.0,937.0,259,286,37,14
1207.0,937.0,259,286,37,15
1207.0,937.0,259,286,37,14
1205.0,937.0,258,285,37,14
1203.0,937.0,259,285,37,14
1201.0,937.0,258,285,38,15
1201.0,937.0,258,285,37,14
1199.0,937.0,257,287,36,14
1197.0,937.0,257,286,37,14
1194.0,937.0,257,286,37,14
1194.0,937.0,257,286,37,14
1193.0,937.0,257,286,37,15
1191.0,937.0,257,286,36,15
1191.0,937.0,257,285,36,14
1189.0,937.0,257,285,37,14
1187.0,937.0,256,285,36,14
1187.0,937.0,257,285,36,14
1185.0,937.0,127,284,36,14
1183.0,937.0,127,284,36,14
1183.0,937.0,127,284,37,14
1181.0,937.0,127,284,36,14
1179.0,937.0,127,284,36,14
1179.0,937.0,127,284,36,14
1177.0,937.0,127,283,36,14
1177.0,937.0,127,284,36,14
1177.0,937.0,127,283,36,14
1175.0,937.0,127,283,36,14
1175.0,937.0,127,283,36,14
1172.0,937.0,127,282,36,14
1169.0,937.0,126,282,36,14
1167.0,937.0,126,282,35,14
1167.0,937.0,126,282,36,14
1166.0,937.0,256,281,36,14
1164.0,937.0,265,281,35,14
1163.0,937.0,281,281,36,14
1163.0,937.0,294,281,36,14
1161.0,937.0,292,281,36,14
1159.0,938.0,292,281,35,14
1159.0,938.0,292,280,35,14
1158.0,938.0,291,280,36,14
1156.0,939.0,291,280,35,14
1155.0,939.0,291,280,35,14
1155.0,939.0,291,280,35,14
1153.0,939.0,291,280,35,14
1151.0,939.0,291,280,35,14
1151.0,939.0,290,280,35,14
1150.0,939.0,290,280,35,13
1149.0,940.0,289,280,35,14
1149.0,940.0,289,279,35,14
1147.0,940.0,289,279,35,14
1145.0,941.0,289,279,35,13
1145.0,941.0,289,278,35,13
1143.0,941.0,288,278,35,14
1143.0,941.0,288,278,35,14
1142.0,941.0,288,278,35,15
